id,loan_amnt,funded_amnt,int_rate,installment,total_pymnt,issue_date,loan_status,term,verification_status,addr_state
56483036,7000,7000,28,219,1096,7,1,36,0,2
56492268,15000,15000,28,335,1369,8,1,60,0,0
56492616,22000,22000,28,709,3536,7,1,36,0,1
56492736,15500,15500,18,395,1947,8,1,60,1,1
56493040,30000,30000,28,956,4751,8,1,36,1,0
56493172,35000,6000,28,187,935,8,1,36,1,1
56502116,13200,13200,28,266,1329,8,1,60,0,1
56502120,18425,18425,23,1372,2600,7,1,60,1,2
56502484,7200,7200,28,1372,1157,8,1,36,0,1
56502872,10800,10800,28,348,1756,8,1,36,1,2
56502904,18000,18000,28,554,41913,7,1,36,0,1
56522344,20000,20000,28,602,20247,7,1,36,0,1
56522780,35000,35000,14,1207,5844,8,1,36,1,1
56532480,20000,20000,16,496,9412,7,1,60,1,1
56532856,16025,16025,14,552,2939,0,1,36,1,1
56542956,15000,15000,28,305,15078,8,1,60,0,3
56542956,7000,7000,28,229,1137,8,1,36,1,3
56552336,9600,9600,28,301,648,8,1,36,1,1
56552368,35000,6500,28,195,986,8,1,36,1,1
56552700,10000,10000,28,308,1533,8,1,36,0,1
56552824,25000,25000,28,521,2579,8,1,60,0,1
56562388,15000,15000,28,330,1640,8,1,60,0,3
56562648,35000,35000,13,1184,36667,7,1,36,1,3
56563176,24000,24000,14,566,2793,8,0,60,1,1
56572136,24000,24000,28,521,2579,7,1,60,0,1
56572216,12000,1000,28,260,1289,7,1,60,1,1
56572392,15000,15000,15,1372,2609,8,1,36,1,2
56572600,11700,1000,28,264,1313,8,1,60,1,1
56572652,35000,7000,28,225,1121,8,1,36,1,2
56572676,8400,8400,28,280,41913,7,1,36,0,1
56572840,20000,20000,13,465,2295,8,1,60,1,4
56572848,14000,14000,14,330,1641,8,1,60,1,1
56582112,4800,4800,13,164,816,8,1,36,1,1
56582312,35000,7000,28,234,929,8,1,36,1,3
56582332,9000,9000,28,294,1502,7,1,36,1,1
56582444,19800,19800,13,676,3352,8,1,36,1,0
56582692,18000,18000,28,589,2935,8,1,36,0,1
56583064,3600,3600,28,118,591,7,1,36,0,2
56583072,12925,12925,28,412,2053,7,1,36,0,3
56592296,10000,10000,13,341,1700,8,1,36,0,1
56592464,12000,12000,13,410,2041,8,1,36,1,4
56592716,2775,2775,17,99,493,8,0,36,1,4
56592724,16000,16000,28,358,1780,7,1,60,0,1
56592816,12000,12000,28,387,1986,7,1,36,1,1
56602392,21000,21000,17,531,2105,0,1,60,1,1
56613064,6000,6000,28,187,933,8,1,36,0,3
56622452,35000,30000,13,697,3632,7,1,60,1,2
56622512,3600,3600,16,128,642,7,1,36,1,3
56622660,10000,10000,28,322,1607,7,1,36,0,1
56622720,17050,17050,28,513,3055,7,1,36,1,1
56632552,5000,5000,28,163,993,8,1,36,1,1
56633076,10000,10000,28,327,1630,8,1,36,1,1
56642416,35000,35000,16,1247,41913,8,1,36,1,1
56642512,24475,24475,17,619,3110,0,1,60,1,1
56642700,24000,24000,28,542,2694,8,1,60,0,3
56643256,6000,6000,28,188,939,7,1,36,0,1
56643388,25000,25000,18,642,41913,7,1,60,0,1
56672724,13025,13025,18,334,1659,7,1,60,0,3
56672848,10000,10000,28,333,1653,8,1,36,0,2
56672968,24000,24000,28,754,3790,8,1,60,1,2
56684160,8000,8000,28,251,1249,8,0,36,1,1
56685108,6000,6000,28,187,6072,8,0,36,1,1
56685224,20000,20000,16,492,2442,7,1,60,0,1
56685260,8000,8000,13,270,1348,7,1,36,1,1
56698160,22225,1000,16,792,3919,8,1,36,0,1
56698368,35000,25000,13,581,2394,8,1,60,0,2
56699440,8750,1000,28,278,1390,8,1,36,1,1
56714592,11400,11400,16,406,2010,8,1,36,1,3
56714700,16000,16000,28,510,2542,8,1,36,0,1
56844112,11000,11000,28,233,1174,7,1,60,0,0
56865020,10000,10000,13,232,1155,8,1,60,1,3
56874660,35000,32000,19,847,4202,8,1,60,1,1
56874848,9000,9000,28,281,1400,8,1,36,1,1
56875044,10000,10000,28,1372,1561,8,1,36,0,2
56875212,3200,1000,16,113,568,7,1,36,1,1
56884920,6000,6000,13,203,1011,7,1,36,1,1
56894440,4550,4550,28,1372,752,8,1,36,1,3
56894464,35000,35000,22,986,4842,8,1,60,1,0
56894512,8000,8000,28,246,1222,8,1,36,1,1
56894588,24000,24000,15,1372,4174,8,1,36,1,2
56895084,6025,6025,28,200,828,8,1,36,1,1
56895216,14100,14100,16,499,2471,8,1,36,1,1
56904120,9525,9525,28,317,1296,8,1,36,0,2
56904784,11875,11875,21,327,1625,8,1,60,1,0
56904896,19075,19075,18,490,2411,8,1,60,1,2
56905776,20000,20000,28,416,2063,8,1,60,0,1
56914748,9125,9125,28,301,1499,0,1,36,1,1
56914840,9000,9000,28,271,1349,0,1,36,0,1
56924524,7200,7200,28,232,1157,8,1,36,1,1
56924684,27000,27000,18,1372,3391,7,1,60,1,1
56934496,8725,8725,28,285,1422,7,1,36,1,1
56934560,8400,8400,28,281,1402,8,1,36,1,3
56934564,16800,16800,13,574,2283,9,1,36,1,3
56934568,9600,9600,28,320,1571,8,1,36,1,1
56935100,5000,5000,13,169,838,8,1,36,1,1
56944264,35000,35000,28,1174,5821,8,1,36,1,0
56954152,30000,1000,13,687,3416,8,1,60,1,1
56954200,30000,30000,28,924,4601,8,1,36,1,1
56954296,10000,10000,28,305,1519,7,1,60,0,2
56954456,19000,19000,18,1372,1921,8,1,60,1,1
56954600,28000,28000,28,843,4980,7,1,36,0,3
56954624,30000,30000,28,942,4699,8,1,36,1,3
56964244,35000,9600,28,306,1525,8,1,36,1,1
56964320,35000,35000,17,1262,36736,8,1,36,1,4
56964896,10000,10000,13,338,1721,8,1,36,1,1
56974496,20000,20000,18,510,2512,8,1,60,1,1
56974892,15000,15000,28,471,2349,8,1,36,1,0
56975208,17900,17900,19,474,2350,8,0,60,1,1
56984464,12800,1000,28,422,2095,7,1,36,1,3
56984700,9600,9600,28,316,1695,8,1,36,1,1
56985136,35000,6975,13,238,1180,8,1,36,1,1
57004672,12000,12000,28,369,1840,8,1,36,0,1
57004896,12950,1000,28,423,2103,8,1,36,1,1
57014336,9000,9000,28,300,1488,7,1,36,0,1
57014688,5550,5550,28,169,843,7,1,36,0,2
57024752,22000,1000,28,678,3382,8,1,36,0,1
57025704,13250,13250,14,312,1553,8,1,60,1,2
57034120,14700,1000,28,493,2444,7,1,36,0,3
57054772,28000,28000,17,704,3495,8,1,60,1,1
57064244,14000,14000,17,352,1733,8,1,60,1,1
57064264,30000,30000,28,938,4716,8,1,36,1,2
57094724,10000,10000,28,309,1541,0,1,36,0,2
57104448,7000,7000,28,229,1154,8,1,36,0,1
57104516,5500,5500,15,192,956,8,1,36,1,1
57114728,15000,15000,28,318,1576,8,1,60,0,1
57124424,10875,10875,18,277,1366,7,1,60,0,1
57124592,20000,20000,13,458,2721,0,1,60,0,1
57124796,35000,35000,17,1372,4368,8,1,60,1,3
57125212,34000,34000,14,1172,34670,8,1,36,1,0
57125520,12800,12800,28,422,2107,8,1,36,1,1
57126384,13000,13000,14,306,1206,0,1,60,1,3
57126568,10000,10000,28,333,10477,8,1,36,0,2
57134688,3275,3275,28,99,498,8,1,36,0,1
57134712,8000,8000,28,250,1247,8,0,36,1,1
57136388,25000,25000,28,763,3807,0,1,36,0,1
57144948,33000,33000,28,1052,4174,8,1,36,1,1
57145012,16000,16000,28,1372,2436,8,1,36,1,1
57145720,24000,24000,28,500,2488,8,1,60,0,1
57145964,11000,11000,13,255,41913,8,1,60,1,1
57146388,10300,10300,28,232,1156,8,0,60,1,1
57146684,35000,20000,28,667,3307,8,1,36,1,1
57154336,35000,25250,28,793,3955,8,1,36,0,1
57154616,24000,24000,13,558,41913,8,1,60,1,3
57154688,12975,12975,21,358,1775,8,1,60,1,1
57154832,2625,2625,15,91,456,8,1,36,0,0
57155472,10000,10000,28,314,1566,8,1,36,0,2
57155656,4000,4000,28,131,672,0,1,36,1,1
57156056,1000,1000,28,31,158,0,1,36,1,1
57156072,16000,16000,28,347,1729,8,1,60,0,0
57156352,6000,6000,13,203,981,8,1,36,1,1
57164704,16000,16000,28,1372,2453,7,1,36,1,3
57165204,20025,20025,16,713,3531,7,1,36,1,1
57167132,20000,20000,18,725,2881,8,0,36,1,1
57167456,7000,7000,13,236,1179,8,1,36,0,1
57174280,10000,10000,28,335,6003,8,1,36,0,1
57174412,3000,3000,28,98,487,0,1,36,0,1
57174592,26400,26400,28,560,2228,8,1,60,1,0
57175096,15000,15000,28,469,2339,8,1,36,0,0
57175768,20000,20000,28,625,41913,8,1,36,1,3
57184524,21450,21450,13,499,2478,8,1,60,0,1
57185272,15000,15000,28,1372,2284,8,1,36,0,1
57185740,15000,15000,28,469,2300,8,0,36,0,1
57185964,14000,14000,28,313,1244,8,1,60,0,1
57194628,8000,1000,28,266,1339,8,1,36,1,3
57194848,13000,13000,13,444,2489,8,1,36,0,1
57196592,15425,15425,17,554,2756,8,1,36,1,3
57204376,18000,1000,28,364,1812,7,1,60,1,1
57204384,15000,15000,13,343,1708,8,0,60,0,2
57205784,15500,15500,28,484,2417,8,1,36,1,1
57205952,7800,7800,28,251,1253,8,1,36,1,0
57206588,29000,29000,28,1372,4349,8,1,36,0,1
57214120,35000,35000,28,1078,5428,8,1,36,1,0
57214148,15000,15000,13,348,1761,8,1,60,0,1
57215336,10000,10000,13,338,1339,8,1,36,0,0
57215748,2675,2675,16,95,474,8,1,36,1,1
57216296,25000,25000,28,531,2641,8,1,60,0,1
57216400,12000,12000,16,295,1487,8,1,60,1,1
57216844,6000,6000,28,188,937,8,1,36,1,1
57217140,7200,7200,14,248,1230,8,1,60,1,1
57217200,7500,1000,28,247,1003,8,1,36,1,1
57224304,1225,1225,18,44,182,0,1,36,1,3
57224824,3000,3000,28,98,480,7,1,36,1,1
57225800,12000,1000,28,371,1854,8,1,36,0,1
57226804,4800,4800,28,1372,762,8,1,36,0,1
57227004,16000,16000,28,361,41913,8,1,60,0,1
57227248,10000,10000,13,338,41913,8,1,36,1,2
57227456,18350,18350,14,1372,3134,8,1,36,1,2
57234288,16800,16800,28,379,1494,8,1,60,0,1
57234448,5000,5000,28,166,830,8,1,36,1,2
57234576,12000,12000,16,295,1465,8,1,60,0,1
57234808,17000,17000,28,380,1880,7,1,60,0,4
57235064,1800,1800,28,57,285,7,1,36,0,1
57236832,5000,5000,28,163,812,8,1,36,1,1
57244248,12000,12000,28,279,1386,8,1,60,1,2
57244276,20000,20000,18,510,2629,8,1,60,0,1
57244344,12000,12000,28,264,1312,8,1,60,1,1
57245096,8000,8000,15,279,1391,8,1,36,1,4
57245696,18700,18700,28,623,41913,8,1,36,0,1
57246528,10000,10000,28,208,1036,8,1,60,0,3
57246700,7200,7200,28,229,1143,8,0,36,1,3
57246824,35000,35000,28,760,3021,8,1,60,1,2
57254208,10000,10000,28,335,1663,8,1,36,1,1
57254744,24000,24000,13,820,4082,8,1,36,1,1
57255004,22000,22000,28,447,2229,8,1,60,0,1
57255264,5000,5000,14,172,869,8,1,36,1,2
57256048,12000,12000,28,377,1896,8,1,60,0,1
57265376,3700,3700,15,129,41913,8,1,36,1,1
57265956,12550,12550,28,392,1952,8,1,36,0,1
57266736,8400,8400,28,281,1127,8,1,36,1,1
57266856,6000,6000,28,201,6077,8,1,36,1,2
57267404,27000,27000,28,586,2918,8,1,60,0,1
57274316,12725,12725,28,1372,1587,8,1,36,0,1
57274748,3500,3500,28,117,584,8,1,36,0,1
57275148,20400,20400,28,415,1652,8,1,60,0,3
57275380,13600,13600,19,354,1756,8,1,60,1,3
57275488,1500,1500,15,52,260,8,1,36,1,1
57275536,35000,35000,21,966,3823,8,1,60,1,3
57277312,15050,15050,16,373,1855,8,1,60,1,1
57284120,33000,33000,17,1185,5897,8,1,36,1,3
57284552,35000,35000,28,1099,5459,9,1,36,1,1
57285304,5050,5050,28,1372,823,8,1,36,1,1
57285872,7875,1000,22,304,1244,8,1,36,1,1
57286264,8000,8000,13,270,1348,8,1,36,1,1
57286688,25000,25000,19,651,3202,8,1,60,0,1
57286776,7700,7700,28,237,1183,8,1,36,1,2
57286912,16000,16000,14,1372,2746,8,1,36,1,2
57287184,35000,35000,28,760,3782,8,1,60,1,3
57294208,12000,12000,17,432,41913,8,1,36,1,2
57295672,15000,15000,28,305,1214,8,1,60,0,1
57296024,21000,21000,28,446,2242,8,1,60,0,1
57296296,27950,1000,15,673,2647,8,1,60,1,3
57296408,17000,17000,28,567,41913,8,1,36,1,1
57297048,7300,7300,28,222,0,8,0,36,0,1
57304252,20000,20000,28,447,2225,7,1,60,0,3
57304528,14000,14000,17,352,1747,7,1,60,0,1
57306472,13200,13200,28,414,2067,8,1,36,0,1
57306676,15000,15000,28,483,2403,8,0,36,0,3
57307016,35000,35000,13,1184,15872,8,1,36,0,1
57307580,6900,6900,28,216,1077,8,1,36,1,0
57314532,35000,12000,28,250,1238,7,1,60,0,2
57315228,10000,10000,28,312,1555,0,1,36,1,1
57316260,35000,12000,28,392,1956,8,1,36,1,1
57316296,14000,14000,28,469,2358,8,1,36,1,3
57316340,30000,30000,28,677,3368,8,1,60,1,3
57317032,14000,14000,28,308,14380,8,1,60,0,1
57317212,14000,14000,28,433,2164,8,1,36,1,1
57317296,12000,12000,28,366,1827,8,1,36,1,1
57325152,14000,14000,28,316,1561,7,1,60,0,4
57326636,11300,11300,17,407,2043,8,1,36,1,4
57327144,5000,5000,28,163,815,8,1,36,1,3
57327192,35000,20000,28,628,3132,8,1,36,1,1
57327360,35000,3475,19,127,634,8,1,36,1,1
57335264,8150,8150,16,288,1421,8,0,36,1,1
57335448,14400,14400,14,339,1687,8,0,60,1,1
57336468,21000,21000,28,700,3487,8,0,36,0,1
57336692,10000,10000,28,270,1351,8,1,60,1,1
57336728,2800,2800,13,95,2866,8,1,60,1,1
57337004,2600,2600,28,1372,434,8,1,36,0,1
57346588,30000,30000,14,708,3492,8,1,60,1,1
57346796,7500,7500,28,225,1127,8,0,36,0,1
57346900,25000,25000,18,642,2992,8,1,60,0,2
57347016,18000,18000,28,1372,1448,8,1,60,0,1
57347120,13150,13150,18,337,1439,8,1,60,1,1
57354240,8000,1000,28,266,1328,8,1,36,0,3
57354412,11200,11200,28,253,1249,8,1,60,1,1
57355032,35000,35000,28,783,3894,8,1,60,1,1
57355392,15000,15000,28,469,2349,8,1,36,1,1
57356056,5000,5000,28,167,843,8,1,60,1,1
57356476,28000,28000,19,741,1452,8,1,60,0,1
57356688,22150,22150,28,667,3358,8,1,36,0,1
57364564,15100,15100,26,459,2250,7,1,60,1,1
57364720,30000,30000,28,1372,4569,8,1,36,1,3
57365516,17550,17550,20,661,3264,8,1,36,1,1
57366192,24000,24000,28,1372,3234,8,1,36,1,1
57366580,35000,35000,28,1095,5459,8,0,36,1,1
57366768,5000,5000,28,167,808,8,1,60,1,1
57366808,28000,28000,16,1372,3394,8,1,60,1,1
57378384,9000,9000,28,294,1489,8,1,36,1,1
57388504,15000,15000,15,361,1433,8,1,60,1,0
57398328,23100,23100,22,651,3196,8,1,60,1,3
57408120,35000,35000,14,826,4245,8,1,60,1,2
57428260,5425,5425,28,163,815,8,1,36,1,3
57428472,13000,13000,28,428,41913,8,1,36,1,1
57438128,22400,22400,28,486,1947,8,1,60,1,3
57438528,5500,5500,15,192,773,8,1,36,1,1
57448432,8000,8000,28,244,1215,8,1,36,0,1
57458400,35000,35000,15,843,4158,8,1,60,1,1
57468148,18000,18000,15,629,2548,0,1,36,1,3
57488256,10400,10400,28,210,1042,8,1,60,0,1
57498328,15000,15000,28,491,2436,0,1,36,1,1
57498592,8400,8400,28,262,1247,8,1,36,1,3
57508368,10000,1000,28,217,1074,8,1,60,1,1
57508452,25000,25000,28,1372,3175,8,1,36,0,1
57528192,11500,11500,13,389,1978,8,1,36,0,3
57538296,5050,5050,28,165,658,8,1,36,0,1
57538392,5000,5000,28,157,780,8,0,36,1,2
57538704,11100,11100,28,334,1664,0,1,36,0,3
57538712,20000,20000,28,654,3255,8,1,36,1,1
57558184,12000,1000,13,279,2967,8,1,60,0,1
57578508,14000,14000,14,330,1629,8,1,60,0,0
57578696,15000,15000,28,338,1673,8,1,60,1,1
57588308,1200,1200,28,38,190,8,1,36,0,1
57588396,22875,22875,17,575,2855,8,1,60,1,1
57588496,35000,35000,28,1095,4364,8,1,36,1,1
57588520,30000,30000,28,938,4679,8,1,60,1,2
57608184,18000,18000,28,549,2741,8,1,36,0,1
57608216,7500,7500,28,235,1171,8,0,36,1,1
57648224,28975,28975,15,1013,5144,8,1,60,1,1
57648292,24000,1000,28,739,3680,8,1,36,1,1
57648300,12000,12000,28,387,1929,8,1,36,0,1
57649728,30000,30000,28,967,4822,8,1,36,1,1
57649936,15000,15000,28,469,1873,8,1,36,1,2
57650884,18000,18000,28,563,2272,8,1,36,1,1
57662148,8000,8000,13,270,1342,8,1,36,0,3
57662756,8000,8000,28,250,761,8,1,36,0,1
57663240,3500,3500,28,114,568,8,1,60,0,1
57663900,12000,12000,28,371,1854,8,1,60,1,3
57672612,9000,9000,28,286,1430,8,1,36,1,1
57672848,6000,6000,28,188,938,8,1,36,1,1
57672860,24150,1000,16,860,4293,8,1,36,1,3
57674160,13000,13000,28,419,2104,8,1,36,1,3
57674192,7300,7300,19,268,41913,8,1,36,1,3
57674264,35000,35000,13,814,3284,8,1,60,1,1
57674632,31500,31500,18,804,3184,9,1,60,1,4
57674632,15000,15000,28,478,1878,9,1,36,1,1
57682536,8400,8400,18,304,1210,8,1,36,1,3
57682672,7200,1000,15,251,1246,8,1,36,1,1
57682876,8000,8000,28,246,980,8,1,60,0,1
57683840,28000,28000,18,714,1401,8,1,60,1,3
57692728,7000,7000,16,248,985,8,1,36,1,2
57693260,30000,30000,28,938,4679,0,1,36,1,1
57693284,31200,31200,14,736,3657,8,1,60,1,3
57693352,26975,26975,28,586,2452,8,1,60,0,2
57694532,15000,15000,28,500,2491,8,1,36,1,1
57694556,7000,7000,28,219,1091,8,1,36,0,1
57694568,10000,10000,28,318,1270,8,1,36,0,1
57702172,5000,5000,14,172,697,9,1,36,1,1
57702208,10000,10000,28,220,1093,8,1,60,0,1
57702664,21700,21700,28,681,3399,8,1,36,0,0
57703560,25000,25000,16,1372,3082,8,1,60,1,1
57703992,7000,7000,28,219,1096,8,1,36,1,2
57704224,8000,8000,28,258,1286,8,1,36,0,1
57704360,35000,35000,13,1184,5898,8,1,36,1,1
57704408,26400,26400,18,673,2669,8,1,60,0,1
57704516,8500,8500,28,283,1411,8,1,36,1,1
57713180,24000,24000,13,550,2715,8,1,60,1,1
57713640,12000,12000,13,275,1104,8,1,60,1,3
57713884,14500,14500,28,1372,2760,8,1,36,1,3
57722116,24000,24000,28,774,3858,8,1,36,1,3
57723056,35000,8000,28,255,1271,8,1,36,1,1
57723116,14000,14000,28,313,1557,8,1,60,0,1
57723232,15000,15000,28,483,1927,0,1,36,1,1
57723248,10600,10600,28,337,1340,8,1,36,1,1
57724008,15000,15000,28,483,2411,8,1,36,1,1
57724204,28000,28000,28,608,3026,8,1,60,0,3
57724288,13025,13025,16,461,41913,8,1,36,1,1
57734492,12000,12000,28,264,1037,9,1,60,1,1
57734632,10000,1000,15,241,972,8,1,60,1,1
57734888,35000,1600,14,55,276,8,1,36,1,1
57742584,20000,20000,15,482,41913,8,1,60,1,1
57743612,7000,7000,28,219,1096,8,1,36,1,1
57743936,4000,4000,14,137,686,8,0,36,1,1
57744252,29550,29550,28,974,4836,8,1,36,0,0
57744352,7000,1000,28,233,924,8,1,36,1,1
57752164,6000,6000,28,191,771,8,1,36,1,1
57752308,18200,18200,28,600,2978,8,1,36,0,1
57752880,12000,12000,28,387,1952,8,1,60,1,1
57753504,9200,9200,25,369,1509,0,1,36,1,3
57753632,6000,6000,28,200,992,8,1,36,0,3
57753672,8000,8000,28,247,1236,8,0,36,1,1
57753792,20000,20000,28,616,2450,8,1,36,1,4
57754120,15000,15000,28,326,1363,8,1,60,1,2
57754352,7325,7325,17,1372,1309,8,1,36,1,4
57754424,2800,2800,13,94,375,8,1,36,1,1
57763116,35000,19200,18,493,19886,8,1,60,1,3
57763488,9000,9000,28,278,1391,8,1,60,1,1
57763732,35000,35000,28,1099,5984,8,1,36,1,2
57763968,30000,30000,28,967,3854,8,0,36,1,4
57764052,8000,8000,13,273,1335,8,1,36,1,1
57764092,1000,1000,14,34,136,8,1,36,1,0
57764144,4000,4000,28,129,643,8,1,36,1,1
57764212,22800,22800,28,510,2537,8,1,60,1,1
57772616,35000,35000,18,899,4424,8,1,60,1,3
57773704,25000,25000,13,846,4213,0,1,36,0,1
57774144,4500,4500,13,152,758,8,1,36,0,1
57782428,24000,24000,15,578,2803,8,1,60,1,1
57782788,35000,35000,17,886,4395,8,1,60,1,1
57783080,11325,11325,18,289,1145,8,1,60,1,1
57783088,20000,20000,28,628,2536,9,1,36,1,3
57783220,6000,6000,28,185,925,8,1,36,0,1
57783576,10800,10800,13,247,1229,8,1,60,1,3
57783600,15500,15500,13,360,1790,8,1,60,0,1
57784252,6000,6000,28,200,792,8,1,36,1,1
57784384,15000,15000,28,471,2493,8,1,36,0,1
57784512,20000,20000,28,472,1872,8,1,60,1,3
57792840,20000,20000,28,667,4972,8,1,60,0,1
57792976,10000,10000,13,229,1131,8,1,60,1,0
57794380,20000,20000,17,503,2050,8,1,60,1,1
57802668,20000,20000,28,625,3111,8,1,36,1,2
57803008,8075,8075,19,296,1178,8,1,36,1,1
57803284,19000,19000,28,594,5463,8,1,36,0,1
57803416,24700,24700,17,625,3102,0,1,60,1,1
57803472,15000,15000,28,478,2375,8,1,36,0,2
57804216,10000,10000,28,329,1655,8,1,36,1,1
57804440,9900,9900,28,315,1573,0,1,36,1,1
57804552,4000,4000,28,134,531,8,1,36,0,1
57812208,17000,17000,28,526,2100,9,1,36,0,1
57812280,25000,1000,28,521,2579,8,1,60,0,1
57812328,22000,22000,28,737,3627,8,0,36,1,1
57812992,3800,3800,28,119,593,8,1,36,0,1
57813092,6500,6500,28,209,842,8,1,36,1,1
57813772,31500,31500,28,924,3653,9,1,60,1,1
57822684,4000,4000,28,122,607,8,0,36,1,1
57822700,28000,28000,16,992,4908,8,1,36,1,1
57823120,20000,20000,13,465,2310,8,1,60,1,0
57823312,16000,16000,28,347,1729,8,1,60,1,1
57824072,20000,20000,28,645,3215,8,1,36,0,1
57824548,12000,12000,18,306,1519,8,1,60,1,1
57832432,16000,16000,28,333,1350,8,1,60,1,1
57832648,1000,1000,28,32,1000,8,1,36,1,1
57833192,13000,13000,17,329,1290,8,1,60,1,1
57833428,10000,10000,13,341,1700,8,1,36,0,1
57833612,3000,3000,28,98,489,8,1,36,0,1
57833744,24200,24200,16,601,2348,9,1,60,1,1
57834404,4650,4650,28,155,776,8,1,36,1,3
57843196,11000,11000,28,350,1397,8,1,60,1,2
57843884,35000,35000,14,1207,35945,8,1,36,1,2
57844068,7200,7200,15,251,994,8,0,36,1,3
57852400,7500,7500,17,269,1340,8,1,36,0,1
57852664,10000,10000,28,314,1247,8,1,36,1,2
57853948,12775,12775,28,301,1497,8,1,60,0,1
57854260,35000,22000,19,582,22329,8,1,60,1,3
57854328,22000,22000,28,688,2743,8,1,60,1,2
57854544,1175,1175,19,43,232,8,1,36,0,1
57854588,12000,1000,28,395,1971,8,1,36,1,1
57862312,21600,21600,28,724,3607,8,1,36,0,1
57862680,21500,1000,14,507,1995,8,1,60,0,3
57862760,35000,35000,13,814,4043,8,0,60,1,1
57863984,14500,14500,28,449,2241,8,1,36,1,1
57864464,15000,15000,28,318,1266,8,1,60,0,1
57864660,35000,10000,28,217,1080,8,1,60,0,1
57872284,28000,28000,28,843,3356,8,1,36,1,1
57873104,34550,1000,28,1139,34913,8,1,36,1,1
57874504,12000,12000,28,1372,1563,8,1,36,1,1
57882456,24000,24000,16,596,2959,8,1,60,1,1
57882576,5000,5000,28,150,599,8,0,36,0,1
57883012,15000,15000,28,483,1919,8,1,36,0,3
57883388,31000,31000,28,974,3881,8,0,36,1,1
57883448,14000,14000,28,438,2177,8,1,36,1,1
57883828,6000,6000,28,200,996,0,1,36,0,1
57884368,25000,25000,13,573,2828,8,1,60,0,1
57884444,22400,22400,13,521,2049,8,1,60,0,1
57893508,16000,16000,28,397,1972,8,1,60,1,3
57893688,24000,24000,28,732,3655,8,1,36,0,1
57893848,35000,35000,18,899,4460,8,1,60,1,2
57893944,35000,35000,28,1129,5626,8,1,36,1,1
57894104,24000,24000,28,488,2432,8,1,60,1,1
57906284,16000,16000,28,347,1729,8,1,60,0,1
57915200,5000,5000,28,159,41913,8,1,36,1,1
57940368,12000,12000,28,382,1524,8,1,36,1,3
57940452,8400,1000,13,284,1731,8,1,36,1,1
57960280,7000,7000,28,233,1138,8,1,36,1,2
57970196,5000,5000,28,157,783,8,1,36,0,1
57970552,17000,17000,14,401,1978,8,1,60,1,1
57970592,8000,8000,28,255,1012,8,1,60,1,1
57970664,16000,16000,13,372,1463,8,1,60,1,1
57970904,35000,35000,28,790,2532,9,1,60,0,1
57990564,12525,12525,16,446,1762,8,1,36,1,3
57990628,10500,10500,28,316,41913,8,1,36,1,1
57991312,35000,6000,28,191,769,8,1,36,1,4
58000744,20000,20000,28,616,3075,8,1,36,0,3
58001168,15000,15000,18,382,1516,9,1,60,0,1
58011332,35000,28000,28,570,28152,8,1,60,1,4
58020268,25000,25000,28,774,3854,8,1,36,0,1
58030304,10800,10800,20,406,1614,0,1,36,1,3
58030548,10000,10000,28,312,1242,8,1,36,1,1
58030768,13200,13200,28,403,2010,8,1,36,0,1
58040196,23000,23000,28,712,2856,8,1,36,0,1
58040320,10000,10000,15,349,10482,8,1,36,1,2
58040460,20000,20000,28,654,3666,8,1,36,1,2
58041192,28000,28000,22,789,3085,8,1,60,1,0
58050288,35000,12000,28,402,1593,8,1,36,1,4
58050656,15000,15000,28,326,1621,8,1,60,0,1
58050840,35000,35000,13,1196,4757,8,1,36,1,1
58050936,15000,1000,28,491,1945,8,1,36,1,2
58060656,2000,2000,16,70,289,8,1,36,1,1
58060992,35000,35000,28,1129,4477,8,1,36,1,1
58070144,17900,17900,17,450,1784,8,1,60,1,0
58070348,12000,12000,28,1372,1601,8,1,36,0,1
58070396,4900,4900,28,151,602,8,1,36,0,1
58070416,8000,8000,28,258,1286,0,1,36,1,1
58070596,12000,12000,21,331,1296,8,1,60,0,1
58070844,24000,24000,13,558,2772,8,1,60,0,0
58070880,30000,30000,28,942,3756,9,1,36,1,0
58071160,1950,1950,17,70,276,8,1,36,1,1
58071624,10000,10000,13,341,1359,8,1,36,0,1
58080972,6775,6775,13,231,920,8,1,36,1,1
58081180,9600,9600,28,301,1210,8,1,36,0,1
58090156,35000,35000,28,1129,4575,8,1,36,1,1
58090756,1500,1500,28,50,200,9,1,36,0,4
58091140,30000,30000,15,723,2867,9,1,60,1,1
58100128,5600,5600,28,191,952,8,1,36,0,1
58100352,12000,12000,28,400,1584,9,1,36,1,1
58100368,35000,13000,15,313,1242,8,1,60,0,1
58100456,16800,16800,17,425,1643,8,1,60,1,1
58100936,35000,5000,13,169,838,8,1,36,0,1
58101328,8400,8400,13,287,1167,8,0,36,1,2
58110488,8000,8000,28,250,1236,8,1,36,0,1
58110932,13000,1000,28,428,2127,8,1,36,0,1
58111140,3600,1000,28,114,455,8,1,36,0,1
58111176,24000,24000,28,732,2910,9,1,60,1,2
58111352,8000,8000,28,250,1244,8,1,36,1,3
58120208,13500,13500,28,435,41913,8,1,36,1,1
58120440,12000,12000,16,425,1678,8,1,36,0,3
58120444,9350,9350,18,339,1333,9,0,36,1,1
58120700,20000,20000,28,659,7613,9,1,36,1,1
58121368,20000,20000,13,465,2310,0,1,60,0,3
